fecha,tipo_avión,registro,Operador,numero_total_fallecidos,lugar_accidente
1910-07-09 00:00:00.000,"Gas balloon, Spencer Bros.",Unregistered,Spencer Brothers,1,"Coventry, Warwickshire"
1910-12-22 00:00:00.000,Shorts S.27,Unregistered,Cecil Stanley Grace,1,"English Channel, about 6 miles offshore, near the Goodwin Sands"
1910-06-09 00:00:00.000,Bleriot XI,Unregistered,"Ernest Charles Clayden, alias 'Captain Cecil Clayton'",0+1,"Agricultural Showground, Worcester, Worcestershire."
1910-07-09 00:00:00.000,"Gas balloon, Spencer Bros.",Unregistered,Spencer Brothers,1,"Coventry, Warwickshire"
1910-12-22 00:00:00.000,Shorts S.27,Unregistered,Cecil Stanley Grace,1,"English Channel, about 6 miles offshore, near the Goodwin Sands"
1920-04-05 00:00:00.000,Royal Aircraft Factory R.E.8,D6709,6 Sqn RAF,,Iraq
1920-05-03 00:00:00.000,Curtiss JN-4,G-CAAB,se desconoce,,"Saskatoon, SK"
1920-04-05 00:00:00.000,Royal Aircraft Factory R.E.8,se desconoce,6 Sqn RAF,,Iraq
1920-05-03 00:00:00.000,Curtiss JN-4,se desconoce,se desconoce,,"Saskatoon, SK"
1930-01-19 00:00:00.000,Ford 5-AT-C Tri-Motor,NC9689,Maddux Airlines,16,"Oceanside, CA"
1930-02-10 00:00:00.000,Farman F.63bis Goliath,F-FHMY,Air Union,2,"Marden, Kent"
1930-02-18 00:00:00.000,Vickers Virginia Mk X,J7420,7 Sqn RAF,,"RAF Worthy Down, Hampshire"
1930-02-19 00:00:00.000,Caudron C.60,CA-74,Finnish Air Force,2,unspecified
1930-02-18 00:00:00.000,Vickers Virginia Mk X,J7420,7 Sqn RAF,,"RAF Worthy Down, Hampshire"
1930-02-19 00:00:00.000,Caudron C.60,CA-74,Finnish Air Force,2,unspecified
1940-01-08 00:00:00.000,Hawker Audax Mk I,K5151,5 FTS RAF,1,"Irish Sea, off the Isle of Man"
1940-01-08 00:00:00.000,Hawker Audax Mk I,K5151,5 FTS RAF,1,"Irish Sea, off the Isle of Man"
1950-01-01 00:00:00.000,Lockheed 414-08 Hudson IVA,VH-SMK,John Fairfax & Sons,2,"near Camden Airport, NSW (CDU)"
1950-01-05 00:00:00.000,de Havilland DH.98 Mosquito B Mk 35,VP199,109 Sqn RAF,2,"Mickle Fell, Co.Durham, North Yorkshire, England."
1950-01-10 00:00:00.000,Nord 1203 Norécrin,se desconoce,se desconoce,,se desconoce
1950-01-01 00:00:00.000,Lockheed 414-08 Hudson IVA,VH-SMK,John Fairfax & Sons,2,"near Camden Airport, NSW (CDU)"
1960-01-04 00:00:00.000,U-1A Otter (DHC-3),55-2974,US Army,10,Gulf of Sirte
1960-01-06 00:00:00.000,Douglas DC-6B,N8225H,National Airlines,34,"2,4 km NW of Bolivia, NC"
1960-01-18 00:00:00.000,Vickers 745D Viscount,N7462,Capital Airlines,50,"11 km ENE of Charles City, VA"
1960-01-19 00:00:00.000,SE-210 Caravelle I,OY-KRB,SAS,42,ca 10 km SW of Ankara-Esenboga Airport (ESB)
1960-01-04 00:00:00.000,U-1A Otter (DHC-3),55-2974,US Army,10,Gulf of Sirte
1960-01-06 00:00:00.000,Douglas DC-6B,N8225H,National Airlines,34,"2,4 km NW of Bolivia, NC"
1960-01-18 00:00:00.000,Vickers 745D Viscount,N7462,Capital Airlines,50,"11 km ENE of Charles City, VA"
1960-01-19 00:00:00.000,SE-210 Caravelle I,OY-KRB,SAS,42,ca 10 km SW of Ankara-Esenboga Airport (ESB)
1970-01-04 00:00:00.000,Boeing 707-340C,AP-AUN,PIA,,Brussel-Zaventem Airport (BRU)
1970-01-05 00:00:00.000,Convair CV-990,EC-BNM,Spantax,5,ca 1 km SW of Stockholm-Arlanda Airport (ARN)
1970-01-09 00:00:00.000,Douglas C-47 (DC-3),se desconoce,RAPSA,1,David City
1970-01-10 00:00:00.000,Piper PA-25-235 Pawnee,ZK-BZE,se desconoce,,"Ararata, Taranaki"
1970-01-10 00:00:00.000,Grumman G-21A Goose,N329,Catalina Seaplanes,0+2,"Avalon, CA"
1970-01-11 00:00:00.000,Cessna 337 Super Skymaster,N2254X,se desconoce,1,"Apalachin, NY"
1970-01-01 00:00:00.000,1/1/1970,SE-210 Caravelle VI-R,PP-PDZ,Cruzeiro do Sul,0
1970-01-02 00:00:00.000,2/1/1970,Douglas DC-3,XW-PGJ,"Bird & Sons, opf. Xieng Khouang Air Transport",4
1970-01-02 00:00:00.000,2/1/1970,Lockheed 18 Learstar II,N13VV,Sky King,0
1970-01-03 00:00:00.000,3/1/1970,Fairchild C-123K Provider,54-688,USAF,0
1970-01-05 00:00:00.000,5/1/1970,Fokker F-27 Friendship 600,EC-BOD,Iberia,0
1970-01-05 00:00:00.000,5/1/1970,Convair CV-990,EC-BNM,Spantax,5
1970-01-06 00:00:00.000,7/1/1970,DC-9,se desconoce,Delta Air Lines,0
1970-01-07 00:00:00.000,8/1/1970,Convair CV-440-62,EC-ATG,Iberia,0
1970-01-08 00:00:00.000,8/1/1970,Boeing 707,se desconoce,TWA,0
1970-01-09 00:00:00.000,9/1/1970,Douglas C-47 (DC-3),se desconoce,RAPSA,1
1970-01-09 00:00:00.000,9/1/1970,Vickers 768D Viscount,VT-DJB,Indian Airlines,0
1970-01-11 00:00:00.000,11/1/1970,DC-9-31,N1308T,Texas International,0
1980-01-01 00:00:00.000,Cessna 210,ZS-FCL,Private,,FACT
1980-01-05 00:00:00.000,ERCO 415-C Ercoupe,N87156,se desconoce,1,"Mooreville,Ms"
1980-01-06 00:00:00.000,Maule M-4-210C,ZK-DON,T Laver,,"Makarora, Otago"
1980-01-07 00:00:00.000,Antonov An-12BP,se desconoce,Soviet AF,1,Kabul Airport (KBL)
1980-01-09 00:00:00.000,Slingsby T.41 Skylark 2B,ZK-GCE,Taranaki Gliding Club,,"German Hill, Taranaki"
1980-01-09 00:00:00.000,Maule M-5-210C,ZK-DVF,Southern Alps Air Charter Ltd,,"near Makarora, Otago"
1980-01-12 00:00:00.000,Piper PA-28-180,N9388J,Private,4,"N Logan, UT"
1980-01-13 00:00:00.000,Hughes 269C,ZK-HJS,Astro Helicopters Ltd,,"Raupunga, Hawke's Bay"
1980-01-19 00:00:00.000,Piper PA-18,N3351A,se desconoce,1,"N Kelton, Vt"
1980-01-21 00:00:00.000,Boeing 727-86,EP-IRD,Iran Air,128,29 km N of Tehran-Mehrabad Airport (THR)
1980-01-07 00:00:00.000,Antonov An-12BP,se desconoce,Soviet AF,1,Kabul Airport (KBL)
1980-01-21 00:00:00.000,Boeing 727-86,EP-IRD,Iran Air,128,29 km N of Tehran-Mehrabad Airport (THR)
1990-01-05 00:00:00.000,Mil Mi-8T,CCCP-24202,Aeroflot/Georgia,1,near Gudauri
1990-01-06 00:00:00.000,Lockheed L-1329 JetStar 731,N96GS,Grecoair,1,"Miami International Airport, FL (MIA)"
1990-01-14 00:00:00.000,Boeing 747,se desconoce,British Airways,0+1,"Piarco Int Airport, Trinidad"
1990-01-15 00:00:00.000,CASA C-212 Aviocar 200,TI-SAB,SANSA,23,16 km SSE of San José-Juan Santamaria International Airport (SJO)
1990-01-17 00:00:00.000,Cessna 208A Cargomaster,N835FE,Federal Express,1,"17 km SW of Leadville, CO"
1990-01-18 00:00:00.000,Learjet 23,N331DP,Aeroflite Services,2,"Ansonia, OH"
1990-01-18 00:00:00.000,Beech A100 King Air,N44UE,Epps Air Service,1,"Atlanta-William B. Hartsfield International Airport, GA (ATL)"
1990-01-18 00:00:00.000,Boeing 727-225,N8867E,Eastern Air Lines,0+1,"Atlanta-William B. Hartsfield International Airport, GA (ATL)"
1990-01-19 00:00:00.000,Gulfstream American G-1159 Gulfstream II,N46TE,Eastman Kodak,7,"Little Rock National Airport, AR (LIT)"
1990-01-06 00:00:00.000,Lockheed L-1329 JetStar 731,N96GS,Grecoair,1,"Miami International Airport, FL (MIA)"
1990-01-15 00:00:00.000,CASA C-212 Aviocar 200,TI-SAB,SANSA,23,16 km SSE of San José-Juan Santamaria International Airport (SJO)
1990-01-17 00:00:00.000,Cessna 208A Cargomaster,N835FE,Federal Express,1,"17 km SW of Leadville, CO"
1990-01-18 00:00:00.000,Learjet 23,N331DP,Aeroflite Services,2,"Ansonia, OH"
1990-01-18 00:00:00.000,Beech A100 King Air,N44UE,Epps Air Service,1,"Atlanta-William B. Hartsfield International Airport, GA (ATL)"
1990-01-18 00:00:00.000,Boeing 727-225,N8867E,Eastern Air Lines,0+1,"Atlanta-William B. Hartsfield International Airport, GA (ATL)"
1990-01-19 00:00:00.000,Gulfstream American G-1159 Gulfstream II,N46TE,Eastman Kodak,7,"Little Rock National Airport, AR (LIT)"
2000-01-01 00:00:00.000,se desconoce,se desconoce,se desconoce,,se desconoce
2000-01-01 00:00:00.000,Helibras AS 350 B2,PT-HZQ,se desconoce,,"Brasília, DF"
2000-01-03 00:00:00.000,Piper PA-24-180,N5703P,Private,2,"Cordesville, SC"
2000-01-06 00:00:00.000,Embraer EMB-201 Ipanema,PT-GHV,Rondon Aviação Agrícola Ltda,1,"Campos de Júlio, MT"
2000-01-06 00:00:00.000,Cessna 310N,N70CM,Tech Aviation,2,"Old Forge, PA"
2000-01-07 00:00:00.000,Antonov An-26,D2-FBR,Unknown,,se desconoce
2000-01-07 00:00:00.000,Cessna 150G,N3721J,Private,1,"Marysville, WA"
2000-01-09 00:00:00.000,Cessna 172,HK-2573-P,se desconoce,,Vaupés
2000-01-10 00:00:00.000,Saab 340B,HB-AKK,Crossair,10,near Nassenwil
2000-01-13 00:00:00.000,de Havilland Canada DHC-2 Beaver,C-FIVA,Cargair,3,"Lac Adonis, Québec"
2000-01-16 00:00:00.000,Beechcraft P35 Bonanza,N9740Y,Private,1,"Rogersville, TN"
2000-01-18 00:00:00.000,Cessna 195,N3448V,Private,1,"Willard, KY"
2000-01-03 00:00:00.000,3/1/2000,Beech 200 Super King Air,A2-AEZ,Kalahari Air Services & Charter,se desconoce
2000-01-05 00:00:00.000,5/1/2000,Embraer EMB-110P1A Bandeirante,5N-AXL,Skypower Express,1+1
2000-01-07 00:00:00.000,7/1/2000,Antonov An-26,D2-FBR,Unknown,se desconoce
2000-01-09 00:00:00.000,9/1/2000,Boeing 747-230F,HL7441,Korean Air,0
2000-01-10 00:00:00.000,10/1/2000,Saab 340B,HB-AKK,Crossair,10
2000-01-13 00:00:00.000,13/1/2000,Shorts 360-300,HB-AAM,"Avisto, opf. Sirte Oil Company",22
2000-01-14 00:00:00.000,14/1/2000,Lockheed C-130B Hercules,TAM60,Bolivian AF,5
2000-01-14 00:00:00.000,14/1/2000,Hawker Siddeley HS-748,HC-BEY,TAME Ecuador,0
2000-01-15 00:00:00.000,16/1/2000,Let L-410UVP-E,YS-09-C,TACSA,5
2010-01-04 00:00:00.000,Cessna 172S Skyhawk SP,N5118J,"American King Air Services, Inc.",1,"In a river off Olamon Island near Greenbush , ME"
2010-01-05 00:00:00.000,Bell 206B-3 JetRanger III,N5016U,California Department of Fish and Game,4,"Near Redinger Lake, California"
2010-01-05 00:00:00.000,Learjet 35A,N720RA,Royal Air Freight,2,"ca 2,5 km S of Chicago-Executive Airport, IL (PWK)"
2010-01-06 00:00:00.000,Airbus A319-112,EI-DFP,Meridiana,,Firenze
2010-01-08 00:00:00.000,Van's RV-8,N747CL,Private,2,"near Sequim Valley Airport (KW28), WA"
2010-01-09 00:00:00.000,Airborne Streak 2,N155TD,Private,2,"Near Lake Isabella, about 40 miles east of Bakersfield, CA"
2010-01-10 00:00:00.000,Helibras AS 350 B3,PP-MAW,se desconoce,,"São Paulo, SP"
2010-01-10 00:00:00.000,Piper PA-32-300 Cherokee Six,N8934N,Private,2,"On the mountaintop above Wilhemina Rise, East Oahu, Hawaii"
2010-01-11 00:00:00.000,Neiva EMB-202A,PT-UTM,se desconoce,,"Primavera do Leste, MT"
2010-01-11 00:00:00.000,British Aerospace ATP-F(LFD),SE-MAP,West Air Sweden,,Helsinki-Vantaa Airport (HEL/EFHK)
2010-01-12 00:00:00.000,Neiva EMB-720C,PT-EOS,se desconoce,,"Gurupá, PA"
2010-01-13 00:00:00.000,Glasair III,N540WF,Private,1,"Near Christian Street, southwest of Waterbury-Oxford Airport, CT"
2010-01-13 00:00:00.000,Cessna,VH-,se desconoce,,"Ngukurr, NT"
2010-01-14 00:00:00.000,Boeing 737-8AS (WL),EI-EBL,Ryanair,,Girona-Costa Brava Airport (GRO/LEGE)
2010-01-14 00:00:00.000,Quad City Challenger II,Unreg,se desconoce,1,"Palmetto, Florida"
2010-01-15 00:00:00.000,Van's RV-4,N107SS,Private,2,"600 feet from Lake Cypress Drive, Leetown, Hancock County, MS"
2010-01-05 00:00:00.000,Learjet 35A,N720RA,Royal Air Freight,2,"ca 2,5 km S of Chicago-Executive Airport, IL (PWK)"
2020-01-05 00:00:00.000,Beech B300 King Air 350,se desconoce,L3 Technologies,2,Manda Bay-Camp Simba Air Base
2020-01-08 00:00:00.000,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,176,near Sabashahr
2020-01-10 00:00:00.000,Air Creation Tanarg,se desconoce,Livingstone’s Adventure Grp/Batoka Sky Adventures,1,"Livingstone, Southern Province"
2020-01-05 00:00:00.000,Beech B300 King Air 350,se desconoce,L3 Technologies,2,Manda Bay-Camp Simba Air Base
2020-01-08 00:00:00.000,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,176,near Sabashahr
1910-04-10 00:00:00.000,Curtis Biplane,se desconoce,"J. C, Mars {pilot}",0,Memphis Tenn
1910-04-10 00:00:00.000,Curtis Biplane,se desconoce,"J. C, Mars {pilot}",0,Memphis Tenn
1930-02-03 00:00:00.000,De Havilland DH-60G Gipsy Moth,G-EBZY,N S Chalmers,0,"Suva, Viti Levu"
1930-02-04 00:00:00.000,Breguet 19,se desconoce,Private,0,Rome
1930-02-03 00:00:00.000,De Havilland DH-60G Gipsy Moth,G-EBZY,N S Chalmers,0,"Suva, Viti Levu"
1930-02-04 00:00:00.000,Breguet 19,se desconoce,Private,0,Rome
1940-01-05 00:00:00.000,Fokker D.XXI,234,LVA,0,"Graft, Noord-Holland"
1940-01-08 00:00:00.000,Supermarine Spitfire Mk I,K9948,616 (South Yorkshire) Sqn RAF,0,"RAF Church Fenton, Yorkshire"
1940-01-09 00:00:00.000,Supermarine Spitfire Mk I,K9933,602 (City of Glasgow) Sqn RAF,0,"RAF Drem, East Lothian"
1940-01-16 00:00:00.000,Supermarine Spitfire Mk I,K9928,72 Sqn RAF,0,"RAF Church Fenton, Yorkshire"
1940-01-05 00:00:00.000,Fokker D.XXI,234,LVA,0,"Graft, Noord-Holland"
1940-01-08 00:00:00.000,Supermarine Spitfire Mk I,K9948,616 (South Yorkshire) Sqn RAF,0,"RAF Church Fenton, Yorkshire"
1940-01-09 00:00:00.000,Supermarine Spitfire Mk I,K9933,602 (City of Glasgow) Sqn RAF,0,"RAF Drem, East Lothian"
1940-01-16 00:00:00.000,Supermarine Spitfire Mk I,K9928,72 Sqn RAF,0,"RAF Church Fenton, Yorkshire"
1950-01-05 00:00:00.000,de Havilland DH.98 Mosquito FB Mk VI/B-36,MM430,Letecký pluk 25 ČsL,0,"Praha - Kbely airfield, ČSR."
1960-01-07 00:00:00.000,Vickers 802 Viscount,G-AOHU,BEA,0,London Airport (LHR)
1960-01-09 00:00:00.000,Auster J/1B Aiglet,ZK-AWI,se desconoce,0,"Ardmore Aerodrome, Auckland"
1960-01-09 00:00:00.000,Piper PA-23-160 Apache E,PZ-TAI,Surinaamse Luchtvaart Maatschappij,0,"Zorg en Hoop, Paramaribo"
1960-01-13 00:00:00.000,Piper PA-18,ZK-APJ,se desconoce,0,Duplicate Record
1960-01-07 00:00:00.000,Vickers 802 Viscount,G-AOHU,BEA,0,London Airport (LHR)
1970-01-01 00:00:00.000,SE-210 Caravelle VI-R,PP-PDZ,Cruzeiro do Sul,0,Havana-José Martí International Airport (HAV)
1970-01-03 00:00:00.000,Piper PA-28-140 Cherokee,ZK-CEQ,Waitemata Aero Club,0,"Ardmore Aerodrome, Auckland"
1970-01-06 00:00:00.000,DC-9,se desconoce,Delta Air Lines,0,"Jacksonville International Airport, FL (JAX)"
1970-01-07 00:00:00.000,Convair CV-440-62,EC-ATG,Iberia,0,Zaragoza Airport (ZAZ)
1970-01-08 00:00:00.000,Boeing 707,se desconoce,TWA,0,Beirut International Airport (BEY)
1970-01-10 00:00:00.000,Piper PA-18A-150 Super Cub,ZK-BPA,se desconoce,0,"Dannevirke Aerodrome, Hawke's Bay"
1980-01-13 00:00:00.000,Hughes 269C,ZK-HJM,Marine Helicopters Ltd,0,"Ardmore Aerodrome, Auckland"
1980-01-14 00:00:00.000,DC-9-32,I-DIZI,Alitalia,0,Palermo-Punta Raisi Airport (PMO)
1980-01-17 00:00:00.000,NZAI Fletcher FU24-950,ZK-EGI,se desconoce,0,"Stirling, Otago"
1980-01-18 00:00:00.000,Boeing 720,se desconoce,MEA,0,Beirut International Airport (BEY)
1980-01-14 00:00:00.000,DC-9-32,I-DIZI,Alitalia,0,Palermo-Punta Raisi Airport (PMO)
1980-01-18 00:00:00.000,Boeing 720,se desconoce,MEA,0,Beirut International Airport (BEY)
1990-01-01 00:00:00.000,Aérospatiale / BAC Concorde 101,se desconoce,Air France,0,"New York-John F. Kennedy International Airport, NY (JFK)"
1990-01-07 00:00:00.000,Curtiss C-46A-5-CU,CP-746,Transportes Aéreos Universal,0,El Alto International Airport (LPB)
1990-01-16 00:00:00.000,Boeing 737-300,se desconoce,America West,0,"Austin-Robert Mueller Municipal, TX (AUS)"
1990-01-18 00:00:00.000,McDonnell Douglas DC-9-51,N405EA,Eastern Airlines,0,"Philadelphia, PA"
1990-01-16 00:00:00.000,Boeing 737-300,se desconoce,America West,0,"Austin-Robert Mueller Municipal, TX (AUS)"
2000-01-10 00:00:00.000,Cessna 310H,ZS-CZB,se desconoce,0,Nelspruit Runway 22
2000-01-16 00:00:00.000,Robin DR.400,F-GBIY,se desconoce,0,Ussel - 19
2010-01-03 00:00:00.000,McDonnell Douglas MD-82,I-SMEB,Meridiana,0,Torino-Caselle
2010-01-03 00:00:00.000,Boeing 737-86J (WL),D-ABKF,Air Berlin plc & Co KG,0,Dortmund
2010-01-03 00:00:00.000,Boeing 767-346,JA8299,Japan Airlines,0,New Chitose Airport (RJCC/CTS)
2010-01-03 00:00:00.000,Boeing 737-8K5 (WL),PH-TFB,Arkefly/TUI Airlines,0,Rovaniemi
2010-01-04 00:00:00.000,Boeing 737-8AS,EI-EFW,Ryanair,0,Liverpool-John Lennon International Airport (LPL/EGGP)
2010-01-07 00:00:00.000,Convair CV-580,VH-PDW,Pionair Australia,0,"74 km S of Tamworth (BWU), NSW"
2010-01-08 00:00:00.000,Boeing 737-82R,D-ABKA,Air Berlin,0,Nürnberg Airport (NUE)
2010-01-09 00:00:00.000,Ilyushin Il-76TD,EP-GOM,Yas Air Iran,0,Kyiv-Boryspil
2010-01-10 00:00:00.000,ATR 72-500 (72-212A),PP-PTO,TRIP,0,"Foz do Iguaçu/Cataratas Airport, PR (IGU/SBFI)"
2010-01-10 00:00:00.000,Boeing 737-8AS,EI-EBC,Ryanair,0,Stockholm-Skavsta Airport (NYO/ESKN)
2010-01-12 00:00:00.000,Chincul (Piper) PA-A-25-235 Pawnee,LV-MRB,se desconoce,0,"Ex Estación El Día- Piedritas, BA"
2010-01-13 00:00:00.000,Cessna 177B Cardinal,CF-ZGS,Private,0,"Trans-Can. Highway/Lewvan Drive Intersection, Regina, Saskatchewan"
2010-01-14 00:00:00.000,Bell 206L-1 LongRanger II,N258AE,Air Evac EMS Inc.,0,"Springfield, Illinois"
2010-01-15 00:00:00.000,Piper PA-28-161 Cadet,N9225N,Euro American School of Aviation,0,"East of Crescent Lake, south of State Road 100, Flagler County, FL"
2010-01-15 00:00:00.000,Helibras HB.350B Esquilo,PT-HLE,JVC Aero Taxi,0,"Missing, near Canatuma, between Manaus and Lábrea"
2020-01-01 00:00:00.000,de Havilland Canada DHC-8-402Q Dash 8,VH-LQM,QantasLink,0,"Rockhampton, QLD"
2020-01-01 00:00:00.000,Boeing 757-232 (WL),N687DL,Delta Air Lines,0,Mexico City-Benito Juárez International Airport (MEX/MMMX)
2020-01-01 00:00:00.000,Bombardier CRJ-1000ER,F-HMLL,"HOP!, opf Air France",0,"In flight, passing Alpes"
2020-01-01 00:00:00.000,Gulfstream G IV,N962SS,Executive Charters Inc,0,"Van Nuys, CA"
2020-01-01 00:00:00.000,Airbus A350-941,HS-THF,Thai Airways International,0,Frankfurt International Airport (FRA/EDDF)
2020-01-01 00:00:00.000,Airbus A320-271N,VT-IVS,IndiGo,0,On its Way to Singapore
2020-01-01 00:00:00.000,Balloon,se desconoce,Red Rock Balloon Adventures,0,"North of Sedona Airport (SEZ/KSEZ), Sedona, AZ"
2020-01-02 00:00:00.000,Airbus A340-343,TC-JNI,THY Turkish Airlines,0,Cape Town International (FACT)
2020-01-02 00:00:00.000,Cessna 525C CitationJet CJ4,N8GQ,Private,0,"Heber City Municipal Airport, UT (HCR)"
2020-01-02 00:00:00.000,Airbus A320-232,G-EUYM,British Airways,0,"near London-Heathrow Airport, Hounslow, Middlesex"
2020-01-03 00:00:00.000,de Havilland Canada DHC-8-311 Dash 8,C-FSOU,Air Canada Jazz,0,Montreal Pierre Elliot Trudeau Airport
2020-01-03 00:00:00.000,Maxair Drifter XP-R503L,JR0251,Private,0,"Nagama, Gusukube, Miyako city, Okinawa prefecture"
2020-01-03 00:00:00.000,Cessna 172S Skyhawk SP,LN-AZA,OSM Aviation Academy AS,0,"Sola TMA (ENZV), between Lysefjorden and Hunnedalen"
2020-01-03 00:00:00.000,Cessna 501 Citation 1/SP,VH-FCS,Aust. Corp Jet Centres,0,"Moorabbin Airport (MBW/YMMB), VIC"
2020-01-03 00:00:00.000,Mooney M22 Mustang,HB-DVY,Private,0,Aerodrom Portorož
2020-01-04 00:00:00.000,helicopter,se desconoce,MONUSCO,0,around Camp Madina (40 km NE of Beni)
2020-01-04 00:00:00.000,Airbus A320-232 (WL),HA-LYD,Wizz Air Hungary,0,Debrecen Airport
2020-01-04 00:00:00.000,Mil Mi-8T,RA-22495,Vitiaz-Aero,0,"Mutnovskiy volcano, Kamchatka Region"
2020-01-04 00:00:00.000,Boeing 717-2BD,N946AT,Delta Air Lines,0,"Green Bay-Austin-Straubel Airport, WI"
2020-01-04 00:00:00.000,Airbus A319-114,C-GAPY,Air Canada,0,"87 nm ENE of Kelowna, BC"
2020-01-05 00:00:00.000,DHC-8-202Q,N8200L,USSOCOM,0,Manda Bay-Camp Simba Air Base
2020-01-05 00:00:00.000,Pipistrel Virus SW 121,OH-VAK,Private,0,Haukkanevantie Jalasjärvi
2020-01-05 00:00:00.000,Boeing 737-8CT (WL),C-FUJR,WestJet,0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)"
2020-01-06 00:00:00.000,Mil Mi-35,HS-7154,Indonesian National Disaster Management Agency,0,"Gesit Field,  Sawangbendar Village, Tahuna District"
2020-01-06 00:00:00.000,Cessna 172S Skyhawk SP,EI-DDX,Atlantic Flight Training Academy,0,Cork Airport (ORK/EICK)
2020-01-07 00:00:00.000,Airbus A320-271N,VT-WGC,GoAir,0,Delhi Airport
2020-01-07 00:00:00.000,Globe GC-1B Swift,N3762K,Private,0,"Aurora State Airport (KUAO), Aurora, OR"
2020-01-07 00:00:00.000,Viking Air DHC-6 Twin Otter 400,9M-SSE,MASwings,0,Miri Airport (MYY/WBGR)
2020-01-08 00:00:00.000,MQ-1 Predator,se desconoce,United States Air Force (USAF),0,Ain al-Assad Airbase
2020-01-08 00:00:00.000,Cessna 172S Skyhawk SP,N536ND,Phoenix East Aviation,0,"Palm Coast, Florida"
2020-01-08 00:00:00.000,ATR 42-600,JA07JC,Japan Air Commuter,0,Amami Airport (ASJ/RJKA)
2020-01-08 00:00:00.000,Bell 212,CC-ATN,se desconoce,0,"Victoria, La Auracania"
2020-01-09 00:00:00.000,Boeing 737-760 (WL),ET-ALN,Ethiopian Airlines,0,Dire Dawa-Aba Tenna D Yilma Airport (DIR/HADR)
2020-01-09 00:00:00.000,Fokker 100,VH-NHY,"QantasLink, op by Network Aviation",0,"Newman Airport, WA (ZNE/YNWN)"
2020-01-10 00:00:00.000,Light plane,fake reg.,Unknown,0,"Concordia, SC"
2020-01-10 00:00:00.000,Mil Mi-8T,RA-22901,KrasAvia,0,"Krasnoyarsk Krai, Siberia"
2020-01-10 00:00:00.000,Hawker Siddeley HS-748 Series 2A,C-FFFS,Wasaya Airways,0,"Kingfisher Lake Airport (CNM5), ON"
2020-01-11 00:00:00.000,Bombardier CRJ-200ER,HI-1033,Air Century,0,La Isabela Dr Joaquin Balaguer International Airport (JBQ/MDJB)
2020-01-05 00:00:00.000,DHC-8-202Q,N8200L,USSOCOM,0,Manda Bay-Camp Simba Air Base
1910-04-23 00:00:00.000,Curtiss Biplane,se desconoce,F E van Riemsdijk,0,Mediterranean Sea near Cap Ferrat
1910-08-09 00:00:00.000,Bleriot Monoplane,se desconoce,Ernest Archer,0,"Molenheide, Rijen, Noord-Brabant"
1910-10-04 00:00:00.000,"Harold H. Piffard No.2 ""Hummingbird"" Biplane",Unregistered,Harold H. Piffard,0,"Sussex Pad Hotel, Shoreham, West Sussex"
1910-10-23 00:00:00.000,Blériot XI,se desconoce,se desconoce,0,"Belmont Park, NY"
0,Blériot XI,-,John B Moisant,0,Belmont Park racetrack in New York
1910-04-23 00:00:00.000,Curtiss Biplane,se desconoce,F E van Riemsdijk,0,Mediterranean Sea near Cap Ferrat
1910-08-09 00:00:00.000,Bleriot Monoplane,se desconoce,Ernest Archer,0,"Molenheide, Rijen, Noord-Brabant"
1910-10-04 00:00:00.000,"Harold H. Piffard No.2 ""Hummingbird"" Biplane",Unregistered,Harold H. Piffard,0,"Sussex Pad Hotel, Shoreham, West Sussex"
1910-10-23 00:00:00.000,Blériot XI,se desconoce,se desconoce,0,"Belmont Park, NY"
0,Blériot XI,-,John B Moisant,0,Belmont Park racetrack in New York
1920-03-07 00:00:00.000,H. D. Hanriot - Biplano,se desconoce,se desconoce,0,"Hipódromo del Paraíso - Caracas, Venezuela"
1920-03-29 00:00:00.000,Curtiss NC-2,A2292,US Navy,0,"Atlantic Ocean off Atlantic City, NJ"
1920-05-13 00:00:00.000,De Havilland DH-6,Unreg,New Zealand Flying School,0,"Gisborne, East Coast"
1920-03-07 00:00:00.000,H. D. Hanriot - Biplano,se desconoce,se desconoce,0,"Hipódromo del Paraíso - Caracas, Venezuela"
1920-03-29 00:00:00.000,Curtiss NC-2,se desconoce,US Navy,0,"Atlantic Ocean off Atlantic City, NJ"
1920-05-13 00:00:00.000,De Havilland DH-6,se desconoce,New Zealand Flying School,0,"Gisborne, East Coast"
1930-01-01 00:00:00.000,Avro Ten (Fokker F.VIIb/3m),VH-UMH,Australian National Airways (1930),0,"near Bonalbo, Nsw"
1930-01-09 00:00:00.000,Fokker C.I,F-13,MLD,0,"De Kooy NAS, Noord-Holland"
1930-01-11 00:00:00.000,Boeing 95,NC420E,Western Air Express,0,"Cedar City, UT"
1930-02-09 00:00:00.000,de Havilland DH.60G Gipsy Moth,G-CAUR,Flying & Services Ltd.,0,"Cornwall, Ontario"
1930-01-01 00:00:00.000,Avro Ten (Fokker F.VIIb/3m),VH-UMH,Australian National Airways (1930),0,"near Bonalbo, Nsw"
1930-01-09 00:00:00.000,Fokker C.I,F-13,MLD,0,"De Kooy NAS, Noord-Holland"
1930-01-11 00:00:00.000,Boeing 95,NC420E,Western Air Express,0,"Cedar City, UT"
