fecha,tipo_avión,registro,Operador,numero_total_fallecidos,lugar_accidente
1930-02-20 00:00:00.000,Curtiss F7C-1 Seahawk,A-7664,US Marine Corps,1,"Potomac River near Quantico, VA"
1930-02-25 00:00:00.000,Martinsyde F.4 Buzzard,MA-32,Finnish Air Force,1,Utti
1930-02-25 00:00:00.000,Boeing F2B-1,A-7453,US Navy,1,Pacific Ocean off Panama
1930-02-28 00:00:00.000,Breguet 19,B-,Aéronautique Militaire Belge,1,Diegem
1930-03-03 00:00:00.000,Hansa-Brandenburg B.I,A-81,Austrian Air Force,1,Graz-Thalerhof
1930-03-05 00:00:00.000,se desconoce,F-,"CIDNA, Compagnie Internationale de Navigation Aérienn",1,Near Vienna
1930-01-05 00:00:00.000,de Havilland DH.60 Moth,A7-10,1 Sqn RAAF,1,"1.5 km from RAAF Laverton, VIC"
1930-01-09 00:00:00.000,Curtiss Robin,NC,Curtiss Flying Service,1,Woodbine GA
1930-01-10 00:00:00.000,Boeing 95,NC184E,Boeing Air Transport,1,"Brownson, near Sidney, Nebraska"
1930-01-15 00:00:00.000,Martin T4M-1,A-7852,US Navy,1,"Pacific Ocean off San Diego, CA"
1930-01-18 00:00:00.000,de Havilland DH.60 Moth,G-EBWZ,Mrs Marjorie Hazeldene Stevens (regd. owner),1,"Victory Park, Chertsey Road, Addlestone, Surrey"
1930-01-28 00:00:00.000,de Havilland DH.60 Moth,VH-UFJ,A.J.Murphy,1,"18 miles from Miles, QLD"
1930-02-03 00:00:00.000,Pitcairn PA-6,NC801H,Colonial Air Transport,1,"Hartford, CT"
1930-02-13 00:00:00.000,Armstrong Whitworth Siskin Mk IIa (DC),J9191,32 Sqn RAF,1,"Epsom, Surrey"
1930-02-20 00:00:00.000,Curtiss F7C-1 Seahawk,A-7665,US Marine Corps,1,"Potomac River near Quantico, VA"
1930-02-20 00:00:00.000,Curtiss F7C-1 Seahawk,A-7664,US Marine Corps,1,"Potomac River near Quantico, VA"
1930-02-25 00:00:00.000,Martinsyde F.4 Buzzard,MA-32,Finnish Air Force,1,Utti
1930-02-25 00:00:00.000,Boeing F2B-1,A-7453,US Navy,1,Pacific Ocean off Panama
1930-02-28 00:00:00.000,Breguet 19,B-,Aéronautique Militaire Belge,1,Diegem
1930-03-03 00:00:00.000,Hansa-Brandenburg B.I,A-81,Austrian Air Force,1,Graz-Thalerhof
1930-03-05 00:00:00.000,se desconoce,F-,"CIDNA, Compagnie Internationale de Navigation Aérienn",1,Near Vienna
1940-01-02 00:00:00.000,Curtiss Hawk 75 A,n° 13,GC I/5 Armée de l'Air,1,"Malancourt, Meuse"
1940-01-03 00:00:00.000,Bristol Blenheim Mk I,L1410,18 Sqn RAF,1,"Hagbenden in Eynatten, near Eupen, Liège"
1940-01-03 00:00:00.000,Morane-Saulnier MS 406,n°76,GC III/7 Armée de l'Air,1,"Plichancourt, Marne"
1940-01-04 00:00:00.000,Koolhoven FK.56,81,Koolhoven,1,"Pernis near Waalhaven, Zuid-Holland"
1940-01-07 00:00:00.000,Hawker Hurricane Mk 1,L2074,11 Gp Pool RAF,1,"Mynydd William Meyrick, Nant-y-Moel, Ogmore Valley, Glamorgan"
1940-01-11 00:00:00.000,Stearman NS-1,0203,US Navy,1,"two miles east of Stump Field, Pensacola, FL"
1940-01-12 00:00:00.000,Hawker Hart B4,F19-X,F19,1,se desconoce
1940-01-13 00:00:00.000,Douglas TBD-1 Devastator,0373,US Navy,1,"Near Salton Sea 20 miles E of Julian, CA"
1940-01-16 00:00:00.000,Grumman F2F-1,9673,US Navy,1,Atlantic Ocean
1940-01-18 00:00:00.000,North American Harvard Mk 1,N7144,2 FTS RAF,1,"near Chipping Norton, Oxfordshire"
1940-01-02 00:00:00.000,Curtiss Hawk 75 A,n° 13,GC I/5 Armée de l'Air,1,"Malancourt, Meuse"
1940-01-03 00:00:00.000,Bristol Blenheim Mk I,L1410,18 Sqn RAF,1,"Hagbenden in Eynatten, near Eupen, Liège"
1940-01-03 00:00:00.000,Morane-Saulnier MS 406,n°76,GC III/7 Armée de l'Air,1,"Plichancourt, Marne"
1940-01-04 00:00:00.000,Koolhoven FK.56,81,Koolhoven,1,"Pernis near Waalhaven, Zuid-Holland"
1940-01-07 00:00:00.000,Hawker Hurricane Mk 1,L2074,11 Gp Pool RAF,1,"Mynydd William Meyrick, Nant-y-Moel, Ogmore Valley, Glamorgan"
1940-01-11 00:00:00.000,Stearman NS-1,0203,US Navy,1,"two miles east of Stump Field, Pensacola, FL"
1940-01-12 00:00:00.000,Hawker Hart B4,F19-X,F19,1,se desconoce
1940-01-13 00:00:00.000,Douglas TBD-1 Devastator,0373,US Navy,1,"Near Salton Sea 20 miles E of Julian, CA"
1940-01-16 00:00:00.000,Grumman F2F-1,9673,US Navy,1,Atlantic Ocean
1940-01-18 00:00:00.000,North American Harvard Mk 1,N7144,2 FTS RAF,1,"near Chipping Norton, Oxfordshire"
1950-01-06 00:00:00.000,North American Harvard T.2B,FX305,RAF College,1,"Coleby Hall, near Waddington, Lincolnshire"
1950-01-12 00:00:00.000,de Havilland DH.103 Hornet F Mk 3,PX351,64 Sqn RAF,1,"RAF Linton-on-Ouse, North Yorkshire, England,"
1950-01-16 00:00:00.000,Gloster Meteor F4,I-046,Fuerza Aérea Argentina,1,"La Pastora, BA"
1950-01-16 00:00:00.000,Avro Lancaster MR Mk III,RF292,210 Sqn RAF,1,"RAF St. Eval, Cornwall, England"
1950-01-17 00:00:00.000,de Havilland DH.103 Hornet F Mk 3,PX388,65 (East India) Sqn RAF,1,Remscheid
1950-01-18 00:00:00.000,Vought F4U-4 Corsair,80830,United States Navy; VF ATU #4,1,"NAAS Cabaniss Field, 15mi. S, TX"
1950-01-20 00:00:00.000,Fairey Firefly F Mk  1,11-14,861 Sqn Marine Luchtvaartdienst,1,"near Valkenburg NAS, Zuid-Holland"
1950-01-24 00:00:00.000,Republic F-84E-15-RE Thunderjet,49-2422,27th FEWg /522nd FESqn USAF,1,"near Kopo-ri,"
1960-01-04 00:00:00.000,Cessna 182 Skylane,N....,Fly-Safe Aviation,1,"Tucson Muni Airport, AZ"
1960-01-06 00:00:00.000,Grumman F11F-1 Tiger,141871,United States Navy (USN),1,"near NAS Key West, FL"
1960-01-06 00:00:00.000,Hawker Hunter F6,N-278,324 Sqn Koninklijke Luchtmacht (KLu),1,"near Marssum, Friesland"
1960-01-06 00:00:00.000,Convair F-102A Delta Dagger,56-1103,United States Air Force (USAF),1,"near Hill AFB, UT"
1960-01-07 00:00:00.000,de Havilland DH.112 Venom FB.4,J-1793,Swiss Air Force,1,"Eiken, GR"
1960-01-08 00:00:00.000,Vought F8U-1 Crusader,143745,VMF-334 USMC,1,"NAS El Toro, CA"
1960-01-08 00:00:00.000,Saab S 29C(E) Tunnan,293908,Swedish Air Force,1,"Porsiforsen, Stora och Lilla Lule älv, 80 km NV Boden (Lappland)"
1960-01-08 00:00:00.000,Saab S 29C(E) Tunnan,293928,Swedish Air Force,1,"Porsiforsen, Stora och Lilla Lule älv, 80 km NV Boden (Lappland)"
1960-01-09 00:00:00.000,Piper J3C-65 Cub,N98364,Private,1,"Lake Wales, WV"
1960-01-10 00:00:00.000,Beechcraft,N....,Private,1,"near Kendalia, TX"
1960-01-13 00:00:00.000,Piper PA-18-150 Super Cub,ZK-BPJ,Auckland Aero Club,1,Great Barrier Island
1960-01-13 00:00:00.000,Fiat G.59-4A,MM53522,Aeronautica Militare Italiana (AMI),1,20 km from Cagliari
1960-01-15 00:00:00.000,Lisunov Li-2,CCCP-19405,"Aeroflot, Uralsk",1,68 km W of Sverdlovsk
1960-01-16 00:00:00.000,Douglas F3D-2 Skyknight,125839,U.S. Navy,1,se desconoce
1960-01-19 00:00:00.000,Percival Provost T Mk 1,WV664,2 FTS RAF,1,"5 miles NNE of Pocklington, North Yorkshire"
1960-01-19 00:00:00.000,Vought F8U-1 Crusader,146921,United States Marine Corps (USMC),1,"MCAS El Toro, CA"
1960-01-20 00:00:00.000,Lockheed T-33A Shooting Star,55-4377,United States Air Force (USAF),1,"Ellington AFB, TX"
1960-01-21 00:00:00.000,Republic F-84G Thunderjet,MU-Z,Luftforsvaret (RNoAF),1,Kåsa/Holøydal
1960-01-15 00:00:00.000,Lisunov Li-2,CCCP-19405,"Aeroflot, Uralsk",1,68 km W of Sverdlovsk
1970-01-01 00:00:00.000,Cessna 140A,N5611C,se desconoce,1,"Miami, FL"
1970-01-03 00:00:00.000,Cessna 172,N7829U,East Hampton,1,"Between Westerly, RI, and East Hampton, NY"
1970-01-04 00:00:00.000,Cessna 180,N3143D,se desconoce,1,"near Karluk, AK"
1970-01-04 00:00:00.000,Cessna 150H,N22419,Sisk Aviation,1,"Collinsville, IL"
1970-01-04 00:00:00.000,Cessna 150H,N22519,Private,1,"Collinsville ,IL"
1970-01-06 00:00:00.000,Mikoyan-Gurevich MiG-21PFM,4312,Czechoslovak Air Force,1,Ceské Budejovice
1970-01-06 00:00:00.000,Cessna 177 Cardinal,D-E...,FSV Eggenfelden,1,Lohbruck/Wurmannsquick (Bayern)
1970-01-07 00:00:00.000,McDonnell Douglas F-4E Phantom II,67-0357,United States Air Force (USAF),1,se desconoce
1970-01-07 00:00:00.000,LTV A-7A Corsair II,153231,U.S. Navy (USN),1,"near Ban Namm/Muang Phalan, Laos"
1970-01-07 00:00:00.000,Canadair CF-104 Starfighter,12721,Canadian Armed Forces (CAF),1,CFB Baden-Soellingen
1970-01-09 00:00:00.000,Bell 47G3B1/M,VH-AHG,Rotor-Work Pty Ltd,1,"24km S of Waratah, TAS"
1970-01-11 00:00:00.000,Douglas A-1H Skyraider,52-134570,United States Air Force (USAF),1,"Mu Gia Pass, Khammouan Province, Laos"
1970-01-11 00:00:00.000,McDonnell Douglas F-4J Phantom II,155750,US Navy,1,Gulf of Tonkin
1970-01-11 00:00:00.000,Cessna 206 Super Skywagon,N5085U,Lisle Air Serv,1,"near Jackson, CA"
1970-01-12 00:00:00.000,Republic F-84F Thunderstreak,53-7013,Türk Hava Kuvvetleri,1,Balikesir
1970-01-12 00:00:00.000,Republic F-84F Thunderstreak,53-7165,Türk Hava Kuvvetleri,1,Balikesir
1980-01-03 00:00:00.000,Bell 206B JetRanger,N30TA,Air Logistics,1,"N Montegut, LA"
1980-01-06 00:00:00.000,Midget Mustang,N288D,se desconoce,1,"Parker, Az"
1980-01-08 00:00:00.000,LTV A-7E Corsair II,159297,U.S. Navy (USN),1,USS Coral Sea
1980-01-10 00:00:00.000,Cessna 172I,N589RA,Ross School Of,1,"N Tulsa, OK"
1980-01-12 00:00:00.000,Cessna 152,N48956,Tampa Flying S,1,"Tampa, FL"
1980-01-13 00:00:00.000,Beechcraft M35 Bonanza,N9320Y,se desconoce,1,"N Leesburg, FL"
1980-01-14 00:00:00.000,Beechcraft 35-33 Debonair,N620V,se desconoce,1,"Mcalester, OK"
1980-01-15 00:00:00.000,Lockheed F-104G Starfighter,47780,Elliniki Polemikí Aeroporía,1,Arta
1980-01-16 00:00:00.000,Hughes 369HS,ZK-HPD,Alpine Helicopters Ltd,1,"Lake Manapouri, Fiordland NP"
1980-01-16 00:00:00.000,Cessna 152,N49002,Superstition,1,"Mesa, Az"
1980-01-18 00:00:00.000,Piper PA-23 Apache,N1376P,Area Corp,1,"New Bern, NC"
1980-01-19 00:00:00.000,Cessna 150J,N51274,se desconoce,1,"Newton, KS"
1980-01-22 00:00:00.000,Beechcraft E55 Baron,N39PG,se desconoce,1,"Amherstdale, Wv"
1980-01-23 00:00:00.000,Aeronca 7AC Champion,N83586,se desconoce,1,"N Stevenson, WA"
1990-01-06 00:00:00.000,Cessna F172F Skyhawk (Reims),OH-CSI,Private,1,Sipoo
1990-01-07 00:00:00.000,Cessna 182P,N1283S,Private,1,"Napa, CA"
1990-01-07 00:00:00.000,Bowers Fly Baby,N91089,Private,1,"Troy, NC"
1990-01-08 00:00:00.000,Dassault Mirage 2000C,10,Armée de l'Air,1,Digione
1990-01-11 00:00:00.000,Air Command 532,unreg.,Private,1,"Hansen, ID"
1990-01-11 00:00:00.000,Bell UH-1B,N15SX,Coastal Corporation,1,"9 miles West of San Diego, TX"
1990-01-13 00:00:00.000,Cessna R172K,N758UV,Private,1,"Lone Pine, CA"
1990-01-15 00:00:00.000,Dassault Mirage 2000EAD,746,Abu Dhabi Air Force,1,Bordeaux-Marignane
1990-01-16 00:00:00.000,McDonnell Douglas F-15D Eagle,80-0059,USAF,1,"Mount Susitna, AK"
1990-01-16 00:00:00.000,Cessna 402B,N87163,Superior Aviation,1,"Appleton, WI"
2000-01-02 00:00:00.000,Cessna 421B,N421CF,Private,1,"Telluride, CO"
2000-01-05 00:00:00.000,Cessna 172R,N156RA,Airline Training Academy,1,Atlantic Ocean
2000-01-06 00:00:00.000,Beechcraft D95A Travel Air,N5918S,Superior Aviation Inc.,1,"Dunbar, WI"
2000-01-08 00:00:00.000,Pitts S-1X,N900SH,Private,1,"Upland, CA"
2000-01-09 00:00:00.000,Slater P-51,N656S,Private,1,"Hampstead, NC"
2000-01-09 00:00:00.000,Mooney M20M,N2135X,Private,1,"Mount Pleasant , SC"
2000-01-14 00:00:00.000,Cessna 152,N95552,"Central Flying Service, Inc.",1,"Carlisle, AR"
2000-01-14 00:00:00.000,Pilatus PC-7 Turbo Trainer,HB-HOO,Pilatus Aircraft Ltd.,1,"Broomfield, CO"
2000-01-19 00:00:00.000,Mikoyan-Gurevich MiG-29,FC-59,3 Sqn Algerian Air Force,1,near Bousfer Air Base
2010-01-04 00:00:00.000,Cessna 150M,HK-1952-G,Aeroclub de Colombia,1,"la Vereda El Palmar, Finca la Unión"
2010-01-14 00:00:00.000,Pacific Aerospace CT-4E Air Trainer,NZ1990,CFS RNZAF,1,"Raumai, Whanganui 4"
2010-01-14 00:00:00.000,Sukhoi Su-27SM Flanker-B Mod. 1,86 red,23rd Interceptor Aviation Regiment Russian Air Force,1,Thirty kilometers away from Dzhemgi Air Base
2010-01-16 00:00:00.000,Eipper Quicksilver GT-500,AC-S28,Private,1,Culiacan
2020-01-04 00:00:00.000,TM-1 Thunder Mustang,N151WR,Private,1,"Santa Clarita, CA"
2020-01-06 00:00:00.000,Cessna 172H Skyhawk,N1612F,Private,1,"near Newbern, Jasper County, GA"
2020-01-07 00:00:00.000,Cessna F152 (Reims),HB-CCN,Flugschule Eichenberger AG,1,"Ruedikerwald near Schongau, LU / 1.2 km SW of Buttwil airfield (LSZU)"
1910-01-04 00:00:00.000,Blériot XI,se desconoce,Private,1,"Croix d'Hins, near Bordeaux"
1910-04-02 00:00:00.000,Blériot XI,se desconoce,Private,1,Bay of Biscay off  San Sebastian
1910-05-13 00:00:00.000,Levavasseur Antoinette Monoplane,se desconoce,Private,1,Lyon
1910-06-02 00:00:00.000,Zoselley Model 1910,se desconoce,Private,1,Budapest
1910-06-18 00:00:00.000,Farman Biplane,se desconoce,Thaddäus Robl,1,"near Stettin, Pommern (now Szczecin, PL)"
1910-07-03 00:00:00.000,Levavasseur Antoinette Monoplane,se desconoce,Private,1,Rheims
1910-08-03 00:00:00.000,Farman Biplane,se desconoce,private (N.Kinet),1,"Woluwe-Saint-Pierre, Brussels"
1910-08-20 00:00:00.000,Farman Biplane,se desconoce,Ugolino Vivaldi Pasqua,1,Magliana near Rome
1910-08-25 00:00:00.000,Savary Biplane,se desconoce,Private,1,"Chartres, Eure-et-Loir"
1910-08-27 00:00:00.000,Sommer Biplane,se desconoce,Clement van Maasdijk,1,"Warnsborn, Arnhem, Gelderland"
1910-09-23 00:00:00.000,Blériot XI,se desconoce,Private,1,Domodossola
1910-09-29 00:00:00.000,Aviatik Biplane,se desconoce,Aviatik Flying School,1,Muehlhausen
1910-10-01 00:00:00.000,Wright Biplane,se desconoce,Private,1,Wellen
1910-10-23 00:00:00.000,Wright Biplane,se desconoce,Fliegertruppe,1,"near Magdeburg, Sachsen-Anhalt"
1910-10-23 00:00:00.000,Breguet Biplane,se desconoce,French Air Force,1,Douai
1910-10-26 00:00:00.000,Bleriot Monoplane,se desconoce,Fernand Blanchard,1,Issy-les-Molineux
1910-10-27 00:00:00.000,Asteria Biplane,se desconoce,Italian Army (?),1,Centocelle near Rome
1910-11-17 00:00:00.000,Wright-B Biplane,se desconoce,Wright Exhibition Team,1,Denver
1910-12-04 00:00:00.000,Wright Biplane (?),se desconoce,Private,1,"Salida, Colorado"
1910-12-24 00:00:00.000,Bleriot Monoplane,se desconoce,Giulio Carlo Piccolo,1,"São Paulo, SP"
1910-12-30 00:00:00.000,Nieuport III Monoplane,se desconoce,French Army Aviation Corps,1,Versailles
1910-12-31 00:00:00.000,Wright Biplane,se desconoce,Wright Exhibition Team,1,"Los Angeles, California"
1910-12-31 00:00:00.000,Blériot XI monoplane,se desconoce,John Moisant,1,"Harahan near New Orleans, Louisiana"
1910-01-04 00:00:00.000,Blériot XI,se desconoce,Private,1,"Croix d'Hins, near Bordeaux"
1910-04-02 00:00:00.000,Blériot XI,se desconoce,Private,1,Bay of Biscay off  San Sebastian
1910-05-13 00:00:00.000,Levavasseur Antoinette Monoplane,se desconoce,Private,1,Lyon
1910-06-02 00:00:00.000,Zoselley Model 1910,se desconoce,Private,1,Budapest
1910-06-18 00:00:00.000,Farman Biplane,se desconoce,Thaddäus Robl,1,"near Stettin, Pommern (now Szczecin, PL)"
1910-07-03 00:00:00.000,Levavasseur Antoinette Monoplane,se desconoce,Private,1,Rheims
1910-08-03 00:00:00.000,Farman Biplane,se desconoce,private (N.Kinet),1,"Woluwe-Saint-Pierre, Brussels"
1910-08-20 00:00:00.000,Farman Biplane,se desconoce,Ugolino Vivaldi Pasqua,1,Magliana near Rome
1910-08-25 00:00:00.000,Savary Biplane,se desconoce,Private,1,"Chartres, Eure-et-Loir"
1910-08-27 00:00:00.000,Sommer Biplane,se desconoce,Clement van Maasdijk,1,"Warnsborn, Arnhem, Gelderland"
1910-09-23 00:00:00.000,Blériot XI,se desconoce,Private,1,Domodossola
1910-09-29 00:00:00.000,Aviatik Biplane,se desconoce,Aviatik Flying School,1,Muehlhausen
1910-10-01 00:00:00.000,Wright Biplane,se desconoce,Private,1,Wellen
1910-10-23 00:00:00.000,Wright Biplane,se desconoce,Fliegertruppe,1,"near Magdeburg, Sachsen-Anhalt"
1910-10-23 00:00:00.000,Breguet Biplane,se desconoce,French Air Force,1,Douai
1910-10-26 00:00:00.000,Bleriot Monoplane,se desconoce,Fernand Blanchard,1,Issy-les-Molineux
1910-10-27 00:00:00.000,Asteria Biplane,se desconoce,Italian Army (?),1,Centocelle near Rome
1910-11-17 00:00:00.000,Wright-B Biplane,se desconoce,Wright Exhibition Team,1,Denver
1910-12-04 00:00:00.000,Wright Biplane (?),se desconoce,Private,1,"Salida, Colorado"
1910-12-24 00:00:00.000,Bleriot Monoplane,se desconoce,Giulio Carlo Piccolo,1,"São Paulo, SP"
1910-12-30 00:00:00.000,Nieuport III Monoplane,se desconoce,French Army Aviation Corps,1,Versailles
1910-12-31 00:00:00.000,Wright Biplane,se desconoce,Wright Exhibition Team,1,"Los Angeles, California"
1910-12-31 00:00:00.000,Blériot XI monoplane,se desconoce,John Moisant,1,"Harahan near New Orleans, Louisiana"
1920-01-11 00:00:00.000,Dayton-Wright (Airco) DH.4,se desconoce,104th Aero Sqn USAAC,1,"Silver Creek, Arizona"
1920-01-24 00:00:00.000,Farman,se desconoce,se desconoce,1,se desconoce
1920-02-26 00:00:00.000,Avro 504K,se desconoce,T.K. Wong Ltd,1,"Kuala Lumpur Racecourse, Ampang Road, Kuala Lumpur"
1920-03-15 00:00:00.000,Spad,se desconoce,Army Aviation,1,Smyrne
1920-04-12 00:00:00.000,Curtiss JN-4 Canuck,se desconoce,Private,1,"Sioux Falls, SD"
1920-05-23 00:00:00.000,Bauhaus B-3 (Home Built Airplane),se desconoce,W K Bauhaus,1,"Carpinteria, CA"
1920-05-27 00:00:00.000,Nieuport 21E.1,se desconoce,Aviação Militar,1,"near Villa Proletaria, RJ"
1920-06-11 00:00:00.000,Sopwith Camel,se desconoce,Hellenic Army Air Force,1,Sarahanli
1930-01-10 00:00:00.000,Airplane,se desconoce,Armée de l'Air,1,Istres
1930-01-10 00:00:00.000,Airplane,se desconoce,Armée de l'Air,1,Istres Airfield
1930-01-12 00:00:00.000,Bäumer B VI Libelle,se desconoce,Bäumer Aero GmbH,1,Hamburg-Fuhlsbüttel
1930-01-18 00:00:00.000,Savoia-Marchetti S.65,se desconoce,Regia Aeronautica,1,Lake Garda
1930-01-27 00:00:00.000,Airplane,se desconoce,Fuerza Aérea Mexicana (FAM),1,Balbuena
1930-01-28 00:00:00.000,Morane-Saulnier MS.130ET.2,se desconoce,Aviação Militar,1,"Campo dos Afonsos, RJ"
1930-02-06 00:00:00.000,Airplane,se desconoce,Regia Aeronautica,1,Cinisello airfield
1930-01-10 00:00:00.000,Airplane,se desconoce,Armée de l'Air,1,Istres
1930-01-10 00:00:00.000,Airplane,se desconoce,Armée de l'Air,1,Istres Airfield
1930-01-12 00:00:00.000,Bäumer B VI Libelle,se desconoce,Bäumer Aero GmbH,1,Hamburg-Fuhlsbüttel
1930-01-18 00:00:00.000,Savoia-Marchetti S.65,se desconoce,Regia Aeronautica,1,Lake Garda
1930-01-27 00:00:00.000,Airplane,se desconoce,Fuerza Aérea Mexicana (FAM),1,Balbuena
1930-01-28 00:00:00.000,Morane-Saulnier MS.130ET.2,se desconoce,Aviação Militar,1,"Campo dos Afonsos, RJ"
1930-02-06 00:00:00.000,Airplane,se desconoce,Regia Aeronautica,1,Cinisello airfield
1940-01-10 00:00:00.000,Messerschmitt Bf 109E-3,se desconoce,3./JG 76 Luftwaffe,1,"Metterich, 5 km East of Bitburg, Rheinland-Pfalz"
1940-01-10 00:00:00.000,Messerschmitt Bf 109E-3,se desconoce,I./JG 54 Luftwaffe,1,"Hirtzfelden, Haut-Rhin"
1940-01-12 00:00:00.000,Hawker Hart (B4A),se desconoce,Swedish Air Force,1,Märkäjärvi (Finland)
1940-01-10 00:00:00.000,Messerschmitt Bf 109E-3,se desconoce,3./JG 76 Luftwaffe,1,"Metterich, 5 km East of Bitburg, Rheinland-Pfalz"
1940-01-10 00:00:00.000,Messerschmitt Bf 109E-3,se desconoce,I./JG 54 Luftwaffe,1,"Hirtzfelden, Haut-Rhin"
1940-01-12 00:00:00.000,Hawker Hart (B4A),se desconoce,Swedish Air Force,1,Märkäjärvi (Finland)
1950-01-09 00:00:00.000,North American AT-6 Texan,se desconoce,Republic of China Air Force (ROCAF),1,se desconoce
1960-01-07 00:00:00.000,MiG-15SB,se desconoce,Czechoslovak Air Force,1,se desconoce
1960-01-12 00:00:00.000,Airplane,se desconoce,United States Navy (USN),1,"14 mi S of Cecil Field, FL"
1960-01-12 00:00:00.000,MiG-15,se desconoce,Chinese PLAAF,1,near Manao
1960-01-20 00:00:00.000,Grumman F9F-8B Cougar,se desconoce,United States Navy (USN),1,"NAS Kingsville, TX"
1960-01-22 00:00:00.000,North American T-6G Texan,se desconoce,Armée de l'Air,1,Géryville
1970-01-04 00:00:00.000,MFI-9B,se desconoce,Biafra Air Force,1,Awka
1970-01-08 00:00:00.000,Douglas A-4 Skyhawk,se desconoce,US Navy,1,Off the coast of Sardinia
1970-01-12 00:00:00.000,Dassault Mystère IVA,se desconoce,Indian Air Force (IAF),1,se desconoce
1990-01-02 00:00:00.000,Airborne Edge Trike,se desconoce,Private,1,"14km N of Coleambally, NSW"
1990-01-04 00:00:00.000,Fiat G.91T-1,se desconoce,Aeronautica Militare Italiana (AMI),1,near Foggia (FG)
1990-01-10 00:00:00.000,Airplane,se desconoce,Indian Air Force (IAF),1,Jodhpur AFS
2000-01-04 00:00:00.000,Mikoyan-Gurevich MiG-21bis,se desconoce,Indian Air Force (IAF),1,near Chandigarh
2000-01-10 00:00:00.000,Mikoyan-Gurevich MiG-27M,se desconoce,Indian Air Force (IAF),1,Jaisalmer
1910-04-21 00:00:00.000,Parseval PL 1,se desconoce,se desconoce,,se desconoce
1910-04-21 00:00:00.000,Parseval PL 1,se desconoce,se desconoce,,se desconoce
1920-01-19 00:00:00.000,Curtiss JN-4D,AS-47506,se desconoce,,"Kelly Field, TX"
1920-02-01 00:00:00.000,Royal Aircraft Factory S.E.5,AS-8137,se desconoce,,"Kelly Field # 2, TX"
1920-02-10 00:00:00.000,Fokker D-8,AS-7786,se desconoce,,"Kelly Field, TX"
1920-02-10 00:00:00.000,Royal Aircraft Factory S.E.5A,AS-8118,se desconoce,,"near Kelly Field, TX"
1920-02-22 00:00:00.000,de Havilland DH-4,AS-39408,se desconoce,,"Brownsville, TX"
1920-02-23 00:00:00.000,Royal Aircraft Factory S.E.5,#19,se desconoce,,"Eagle Pass Airdrome, TX"
1920-02-27 00:00:00.000,de Havilland DH-4,AS-32466,se desconoce,,"Calexico, CA"
1920-02-28 00:00:00.000,Bristol F.2b,H1512,28 Sqn RAF,,"east of Ambala, India"
1920-03-05 00:00:00.000,de Havilland DH-4,AS-32404,se desconoce,,"Venice, CA"
1920-03-05 00:00:00.000,Curtiss JN-6H,AS-44957,se desconoce,,"Main Field, March Field, CA"
1920-03-05 00:00:00.000,Airco DH.4,se desconoce,United States Army Air Service (USAAS),,"near Nacozari, Sonora"
1920-03-17 00:00:00.000,RAF S E 5A,C1063,Royal Aircraft Establishment,,"Laffans Plain, Farnborough, Hampshire"
1920-03-26 00:00:00.000,Handley Page O/400,E9744,216 Sqn RAF,,"Kantara, Egypt"
1920-04-01 00:00:00.000,Curtiss JN-4D,AS-34114,se desconoce,,"Kelly Field, TX"
1920-04-15 00:00:00.000,Royal Aircraft Factory R.E.8,E1241,30 Sqn RAF,,Iraq
1920-04-20 00:00:00.000,Royal Aircraft Factory S.E.5A,se desconoce,se desconoce,,"Near Soldier's Home, Washington, DC"
1920-04-22 00:00:00.000,de Havilland DH-4M,AS-32562,se desconoce,,"Bolling Field, DC"
1920-04-23 00:00:00.000,Curtiss JN-6H,AS-41912,se desconoce,,"Crandall Ranch, ½ mi N of Perris High School,CA"
1920-04-23 00:00:00.000,unknown,se desconoce,se desconoce,,"March Field, CA"
1920-04-24 00:00:00.000,Curtiss JN-4D,SC-1708,se desconoce,,"Call Field, TX"
1920-05-11 00:00:00.000,Curtiss JN-6H,AS-44789,se desconoce,,"Dorr Field, Arcadia, FL"
1920-05-15 00:00:00.000,Royal Aircraft Factory R.E.8,F3561,6 Sqn RAF,,se desconoce
1920-05-15 00:00:00.000,Royal Aircraft Factory R.E.8,F1696,6 Sqn RAF,,"Bushire, Iran"
1920-05-19 00:00:00.000,Curtiss 18T-2 Wasp,se desconoce,Escuela Militar de Aviación,,near Sica Sica
1920-05-20 00:00:00.000,Maagen (F.B.V),8,Flyvevåbnet,,Kongedybet/Øresund
1920-05-21 00:00:00.000,unknown,se desconoce,se desconoce,,"Carlstrom Field, Arcadia, FL"
1920-05-21 00:00:00.000,de Havilland DH-4B,AS-63123,se desconoce,,"Mather Field, CA"
1920-05-22 00:00:00.000,de Havilland DH-4B,AS-63385,se desconoce,,"Post Field, OK"
1920-06-08 00:00:00.000,de Havilland DH-4B,AS-62973,se desconoce,,"West end of Kelly Field, TX"
1920-06-09 00:00:00.000,de Havilland DH-4B,AS-63169,se desconoce,,"Red Bluff, CA"
1920-06-10 00:00:00.000,Royal Arcraft Factory R.E. 8,A3804,6 Sqn RAF,,"10 miles west of Alqaim, Iraq"
1920-01-19 00:00:00.000,Curtiss JN-4D,se desconoce,se desconoce,,"Kelly Field, TX"
1920-02-01 00:00:00.000,Royal Aircraft Factory S.E.5,se desconoce,se desconoce,,"Kelly Field # 2, TX"
1920-02-10 00:00:00.000,Fokker D-8,se desconoce,se desconoce,,"Kelly Field, TX"
